Customer_ID,First_Name,Last_Name,Gender,Age,Account_Type,Balance,Loan_Amount,Loan_Status,Credit_Score,Region,Marital_Status,Employment_Status,Number_of_Accounts,Date_Joined
CUST00235,Sarah,Jones,Male,76,Salary,55526.96,0.0,Rejected,476,South,Divorced,Employed,9,2005-08-15
CUST00236,Michael,Johnson,Male,75,Savings,3957.21,26589.0,Pending,582,East,Married,Self-Employed,5,2005-08-23
CUST00237,Laura,Martinez,Female,69,Current,10969.32,0.0,Approved,338,West,Married,Unemployed,7,2005-09-01
CUST00238,David,Hernandez,Male,27,Fixed Deposit,33336.47,26589.0,Approved,320,South,Single,Employed,6,2005-09-10
CUST00239,Robert,Jones,Male,52,Savings,55114.7,26589.0,Rejected,539,East,Single,Self-Employed,1,2005-09-19
CUST00240,John,Miller,Female,50,Fixed Deposit,80208.72,0.0,Approved,354,Central,Single,Employed,4,2005-09-27
CUST00241,Chris,Martinez,Male,70,Savings,78022.76,26589.0,Approved,495,North,Single,Employed,2,2005-10-06
CUST00242,Jane,Smith,Male,73,Fixed Deposit,57490.87,0.0,Pending,311,North,Single,Self-Employed,4,2005-10-15
CUST00243,Anna,Smith,Female,72,Fixed Deposit,18438.82,0.0,Pending,540,Central,Single,Unemployed,5,2005-10-24
CUST00244,David,Brown,Male,19,Savings,23432.89,26589.0,Approved,740,North,Single,Employed,7,2005-11-02
CUST00245,Chris,Hernandez,Female,36,Savings,4179.72,0.0,Pending,449,West,Single,Self-Employed,7,2005-11-10
CUST00246,John,Hernandez,Male,51,Current,94733.25,26589.0,Approved,479,West,Divorced,Unemployed,4,2005-11-19
CUST00247,John,Miller,Female,74,Fixed Deposit,6594.56,0.0,Rejected,470,West,Single,Self-Employed,6,2005-11-28
CUST00248,David,Smith,Male,39,Current,5117.14,26589.0,Pending,373,South,Single,Unemployed,7,2005-12-07
CUST00249,David,Miller,Male,67,Savings,55051.64,0.0,Approved,491,South,Single,Self-Employed,3,2005-12-15
CUST00250,Laura,Johnson,Male,46,Savings,10832.59,0.0,Pending,445,South,Married,Employed,3,2005-12-24
CUST00251,Anna,Martinez,Male,58,Fixed Deposit,67647.16,0.0,Pending,663,North,Divorced,Employed,3,2006-01-02
CUST00252,Anna,Hernandez,Male,18,Fixed Deposit,67655.17,26589.0,Rejected,341,North,Married,Employed,8,2006-01-11
CUST00253,Emily,Hernandez,Male,33,Savings,70570.54,0.0,Approved,477,Central,Married,Retired,7,2006-01-19
CUST00254,John,Garcia,Female,76,Salary,79111.75,0.0,Approved,301,West,Married,Employed,2,2006-01-28
CUST00255,Robert,Miller,Female,35,Fixed Deposit,13023.44,26589.0,Pending,682,North,Single,Self-Employed,9,2006-02-06
CUST00256,Anna,Miller,Male,39,Savings,15956.95,0.0,Approved,606,Central,Married,Unemployed,1,2006-02-15
CUST00257,Emily,Jones,Male,28,Savings,42023.35,0.0,Approved,454,Central,Single,Employed,5,2006-02-24
CUST00258,Emily,Jones,Male,56,Fixed Deposit,89452.1,0.0,Rejected,450,East,Single,Retired,4,2006-03-04
CUST00259,Sarah,Smith,Male,53,Fixed Deposit,5726.76,26589.0,Rejected,647,East,Divorced,Employed,8,2006-03-13
CUST00260,Michael,Jones,Female,58,Current,698.72,0.0,Pending,517,East,Married,Unemployed,4,2006-03-22
CUST00261,Jane,Johnson,Male,54,Current,24194.85,0.0,Approved,581,West,Single,Employed,5,2006-03-31
CUST00262,Michael,Williams,Female,63,Fixed Deposit,87184.45,26589.0,Approved,607,North,Married,Unemployed,9,2006-04-08
CUST00263,Chris,Martinez,Male,39,Savings,30653.5,0.0,Approved,789,South,Single,Employed,5,2006-04-17
CUST00264,Emily,Garcia,Female,41,Savings,22856.57,0.0,Pending,395,North,Single,Self-Employed,2,2006-04-26
CUST00265,Anna,Jones,Female,53,Current,74627.91,0.0,Pending,555,North,Married,Unemployed,8,2006-05-05
CUST00266,Chris,Martinez,Female,37,Current,78112.12,0.0,Pending,797,Central,Single,Retired,4,2006-05-14
CUST00267,Robert,Johnson,Male,72,Current,68963.69,0.0,Rejected,842,Central,Married,Employed,8,2006-05-22
CUST00268,Robert,Smith,Male,19,Current,22527.98,26589.0,Approved,644,North,Single,Employed,9,2006-05-31
CUST00269,David,Brown,Male,51,Savings,43911.05,0.0,Pending,328,Central,Married,Unemployed,7,2006-06-09
CUST00270,Robert,Miller,Female,40,Current,48498.35,0.0,Approved,588,Central,Single,Employed,5,2006-06-18
CUST00271,Chris,Williams,Female,69,Savings,56036.99,26589.0,Approved,573,East,Single,Unemployed,3,2006-06-26
CUST00272,Jane,Miller,Male,49,Savings,44604.57,26589.0,Approved,623,South,Married,Employed,3,2006-07-05
CUST00273,Jane,Jones,Female,41,Current,30808.33,0.0,Pending,768,North,Single,Retired,2,2006-07-14
CUST00274,Laura,Miller,Female,39,Savings,5715.2,26589.0,Pending,417,North,Single,Employed,1,2006-07-23
CUST00275,Chris,Williams,Female,39,Fixed Deposit,65458.69,0.0,Approved,442,North,Married,Self-Employed,6,2006-08-01
CUST00276,Emily,Garcia,Female,19,Fixed Deposit,53934.11,26589.0,Rejected,314,East,Married,Employed,2,2006-08-09
CUST00277,Michael,Johnson,Female,39,Savings,64182.79,0.0,Rejected,526,South,Married,Employed,3,2006-08-18
CUST00278,Michael,Hernandez,Male,38,Fixed Deposit,73586.37,0.0,Rejected,847,East,Married,Unemployed,6,2006-08-27
CUST00279,Michael,Martinez,Female,69,Current,94908.89,26589.0,Rejected,826,South,Divorced,Employed,8,2006-09-05
CUST00280,Anna,Martinez,Female,35,Current,53247.88,26589.0,Approved,667,West,Single,Employed,9,2006-09-13
CUST00281,David,Brown,Female,43,Current,3969.61,0.0,Pending,664,North,Single,Retired,6,2006-09-22
CUST00282,Jane,Smith,Male,29,Savings,71268.94,26589.0,Pending,592,Central,Single,Unemployed,9,2006-10-01
CUST00283,Emily,Smith,Male,58,Current,82183.55,0.0,Rejected,746,West,Married,Employed,5,2006-10-10
CUST00284,John,Martinez,Female,37,Savings,19453.79,0.0,Approved,445,East,Married,Unemployed,7,2006-10-18
CUST00285,John,Williams,Male,38,Savings,10955.5,26589.0,Pending,372,North,Married,Unemployed,5,2006-10-27
CUST00286,Emily,Johnson,Female,31,Savings,66589.96,26589.0,Pending,414,East,Married,Employed,2,2006-11-05
CUST00287,Jane,Brown,Female,56,Fixed Deposit,35205.66,0.0,Pending,574,West,Single,Employed,9,2006-11-14
CUST00288,Sarah,Johnson,Male,51,Fixed Deposit,6619.74,0.0,Approved,635,North,Single,Unemployed,1,2006-11-23
CUST00289,David,Johnson,Female,28,Savings,95076.31,26589.0,Approved,345,East,Married,Employed,8,2006-12-01
CUST00290,Michael,Garcia,Non-Binary,65,Savings,16345.6,26589.0,Rejected,439,Central,Divorced,Unemployed,4,2006-12-10
CUST00291,John,Hernandez,Male,28,Savings,31879.94,0.0,Pending,501,North,Single,Employed,8,2006-12-19
CUST00292,Chris,Smith,Female,38,Current,1160.64,0.0,Approved,340,South,Single,Employed,6,2006-12-28
CUST00293,Laura,Garcia,Male,64,Current,66084.65,26589.0,Pending,753,South,Single,Employed,4,2007-01-05
CUST00294,Chris,Brown,Female,21,Savings,61531.03,26589.0,Pending,736,South,Married,Self-Employed,3,2007-01-14
CUST00295,John,Smith,Female,56,Savings,17482.32,0.0,Pending,627,East,Single,Employed,4,2007-01-23
CUST00296,John,Hernandez,Male,57,Savings,98041.04,0.0,Rejected,368,North,Single,Employed,9,2007-02-01
CUST00297,Laura,Williams,Female,53,Fixed Deposit,26125.82,26589.0,Pending,660,West,Married,Employed,1,2007-02-10
CUST00298,Laura,Martinez,Male,21,Fixed Deposit,52165.41,0.0,Approved,763,South,Divorced,Unemployed,2,2007-02-18
CUST00299,Michael,Hernandez,Male,29,Current,42217.06,0.0,Rejected,321,South,Single,Unemployed,1,2007-02-27
CUST00300,Sarah,Garcia,Female,47,Fixed Deposit,19725.18,26589.0,Pending,434,Central,Divorced,Unemployed,8,2007-03-08
CUST00301,Robert,Smith,Male,79,Fixed Deposit,41826.23,26589.0,Pending,505,South,Single,Employed,8,2007-03-17
CUST00302,David,Brown,Male,23,Current,66036.73,26589.0,Pending,360,East,Married,Employed,9,2007-03-25
CUST00303,Michael,Davis,Male,40,Savings,5900.58,0.0,Pending,478,East,Married,Unemployed,4,2007-04-03
CUST00304,Anna,Jones,Male,23,Savings,80492.28,26589.0,Pending,797,North,Single,Unemployed,2,2007-04-12
CUST00305,Chris,Hernandez,Female,41,Fixed Deposit,4994.86,0.0,Rejected,520,East,Widowed,Self-Employed,8,2007-04-21
CUST00306,Robert,Smith,Male,78,Savings,63536.06,26589.0,Rejected,436,South,Single,Self-Employed,6,2007-04-30
CUST00307,Chris,Jones,Male,19,Current,49122.48,0.0,Pending,363,North,Divorced,Self-Employed,7,2007-05-08
CUST00308,John,Brown,Female,41,Fixed Deposit,7998.21,26589.0,Approved,808,South,Single,Employed,4,2007-05-17
CUST00309,David,Hernandez,Female,64,Savings,36256.39,26589.0,Rejected,651,West,Married,Retired,8,2007-05-26
CUST00310,Emily,Miller,Male,20,Fixed Deposit,43799.62,26589.0,Rejected,664,North,Single,Employed,2,2007-06-04
CUST00311,Robert,Hernandez,Female,36,Savings,16503.73,26589.0,Pending,801,South,Divorced,Self-Employed,8,2007-06-12
CUST00312,Sarah,Brown,Female,24,Current,24050.58,0.0,Approved,548,West,Married,Retired,2,2007-06-21
CUST00313,Jane,Smith,Male,36,Savings,20175.42,0.0,Pending,757,East,Single,Employed,3,2007-06-30
CUST00314,Emily,Johnson,Male,74,Savings,99062.78,0.0,Approved,748,North,Single,Employed,7,2007-07-09
CUST00315,Laura,Martinez,Female,32,Current,48609.95,26589.0,Pending,357,East,Married,Unemployed,8,2007-07-17
CUST00316,Robert,Davis,Female,67,Savings,90755.57,0.0,Pending,520,Central,Married,Employed,7,2007-07-26
CUST00317,Jane,Williams,Male,56,Current,82412.75,0.0,Approved,724,Central,Single,Unemployed,9,2007-08-04
CUST00318,Anna,Smith,Female,57,Current,45677.13,26589.0,Approved,374,South,Single,Unemployed,6,2007-08-13
CUST00319,Jane,Brown,Male,59,Savings,17576.33,0.0,Rejected,612,North,Single,Employed,5,2007-08-22
CUST00320,Sarah,Garcia,Female,72,Savings,1504.47,0.0,Rejected,396,East,Married,Retired,2,2007-08-30
CUST00321,Chris,Johnson,Female,31,Current,43255.86,0.0,Rejected,476,Central,Married,Employed,5,2007-09-08
CUST00322,Emily,Davis,Male,52,Current,85182.05,26589.0,Approved,428,North,Single,Self-Employed,2,2007-09-17
CUST00323,Robert,Miller,Female,48,Fixed Deposit,30944.77,0.0,Pending,456,South,Single,Self-Employed,6,2007-09-26
CUST00324,Michael,Martinez,Male,65,Fixed Deposit,21265.75,0.0,Approved,505,East,Single,Self-Employed,1,2007-10-04
CUST00325,Anna,Davis,Male,26,Current,88908.31,0.0,Approved,362,West,Single,Self-Employed,2,2007-10-13
CUST00326,Emily,Jones,Female,32,Fixed Deposit,20411.51,0.0,Approved,450,North,Single,Employed,3,2007-10-22
CUST00327,Laura,Hernandez,Male,76,Current,8726.52,0.0,Pending,551,Central,Single,Retired,1,2007-10-31
CUST00328,Jane,Smith,Male,79,Current,34921.96,0.0,Pending,845,Central,Single,Self-Employed,2,2007-11-09
CUST00329,Emily,Jones,Female,73,Savings,71047.32,0.0,Approved,400,Central,Single,Employed,3,2007-11-17
CUST00330,Michael,Martinez,Female,78,Savings,31787.3,26589.0,Pending,807,South,Married,Employed,5,2007-11-26
CUST00331,Anna,Miller,Female,36,Fixed Deposit,11137.19,26589.0,Pending,836,South,Single,Employed,8,2007-12-05
CUST00332,John,Garcia,Male,70,Current,61700.0,26589.0,Approved,625,West,Single,Employed,4,2007-12-14
CUST00333,David,Brown,Female,24,Fixed Deposit,16797.14,26589.0,Pending,509,East,Single,Employed,3,2007-12-22
CUST00334,Sarah,Hernandez,Male,77,Fixed Deposit,96061.91,0.0,Approved,444,West,Single,Retired,7,2007-12-31
CUST00335,Jane,Davis,Male,50,Fixed Deposit,54309.36,26589.0,Pending,674,Central,Single,Retired,8,2008-01-09
CUST00336,Sarah,Miller,Female,75,Fixed Deposit,6577.21,26589.0,Pending,587,West,Single,Employed,8,2008-01-18
CUST00337,Emily,Davis,Female,57,Savings,80174.34,0.0,Pending,623,North,Single,Self-Employed,8,2008-01-26
CUST00338,Emily,Davis,Male,49,Fixed Deposit,3247.04,0.0,Pending,340,East,Divorced,Self-Employed,7,2008-02-04
CUST00339,Emily,Brown,Female,39,Current,43328.98,0.0,Approved,827,South,Married,Unemployed,4,2008-02-13
CUST00340,Emily,Johnson,Female,75,Current,68368.75,26589.0,Pending,785,North,Married,Employed,2,2008-02-22
CUST00341,Emily,Hernandez,Male,38,Savings,44152.15,0.0,Pending,560,Central,Single,Unemployed,8,2008-03-02
CUST00342,John,Davis,Female,40,Salary,36163.71,0.0,Approved,567,North,Married,Employed,1,2008-03-10
CUST00343,John,Brown,Female,53,Current,56666.54,0.0,Pending,781,Central,Single,Employed,6,2008-03-19
CUST00344,John,Miller,Male,57,Savings,76153.27,0.0,Pending,594,North,Divorced,Retired,9,2008-03-28
CUST00345,Anna,Martinez,Male,31,Fixed Deposit,50393.41,0.0,Approved,440,East,Married,Employed,6,2008-04-06
CUST00346,Chris,Garcia,Female,26,Savings,85245.58,26589.0,Pending,540,East,Married,Employed,8,2008-04-14
CUST00347,Sarah,Brown,Female,36,Fixed Deposit,89686.49,26589.0,Approved,368,South,Single,Employed,3,2008-04-23
CUST00348,Chris,Davis,Male,63,Salary,66517.68,26589.0,Rejected,531,East,Married,Employed,1,2008-05-02
CUST00349,Chris,Miller,Female,78,Savings,552.0,0.0,Pending,541,West,Single,Unemployed,5,2008-05-11
CUST00350,Chris,Williams,Male,60,Savings,24538.08,26589.0,Approved,304,East,Married,Self-Employed,2,2008-05-20
CUST00351,David,Hernandez,Female,68,Salary,61592.06,0.0,Approved,615,Central,Married,Employed,5,2008-05-28
CUST00352,Anna,Brown,Male,28,Savings,68996.03,26589.0,Rejected,571,Central,Married,Employed,7,2008-06-06
CUST00353,Anna,Smith,Female,78,Savings,92425.32,26589.0,Approved,422,North,Married,Retired,3,2008-06-15
CUST00354,Sarah,Jones,Male,35,Fixed Deposit,92778.71,0.0,Pending,804,South,Single,Retired,3,2008-06-24
CUST00355,David,Smith,Female,79,Current,72161.1,26589.0,Pending,704,East,Married,Employed,3,2008-07-02
CUST00356,Jane,Smith,Female,49,Savings,78168.18,0.0,Pending,492,South,Single,Self-Employed,1,2008-07-11
CUST00357,Chris,Davis,Female,56,Fixed Deposit,92217.22,0.0,Approved,489,North,Married,Employed,8,2008-07-20
CUST00358,Chris,Garcia,Male,73,Salary,88432.35,0.0,Approved,439,West,Single,Unemployed,1,2008-07-29
CUST00359,Jane,Jones,Non-Binary,25,Fixed Deposit,73544.77,0.0,Rejected,472,North,Married,Employed,8,2008-08-07
CUST00360,Anna,Jones,Male,25,Salary,67101.06,0.0,Approved,685,West,Single,Self-Employed,9,2008-08-15
CUST00361,Emily,Jones,Female,61,Current,97912.86,26589.0,Rejected,320,East,Married,Employed,6,2008-08-24
CUST00362,Laura,Brown,Female,18,Fixed Deposit,63316.97,0.0,Pending,835,North,Single,Employed,2,2008-09-02
CUST00363,Jane,Williams,Female,25,Savings,33338.25,0.0,Pending,302,Central,Single,Employed,6,2008-09-11
CUST00364,Robert,Williams,Male,40,Current,42636.97,0.0,Pending,401,Central,Single,Employed,5,2008-09-19
CUST00365,Robert,Garcia,Male,35,Savings,43136.78,0.0,Approved,787,Central,Married,Unemployed,4,2008-09-28
CUST00366,Michael,Hernandez,Female,57,Savings,66611.02,0.0,Approved,418,South,Married,Employed,7,2008-10-07
CUST00367,Sarah,Smith,Female,31,Current,58587.05,0.0,Approved,572,Central,Single,Retired,7,2008-10-16
CUST00368,Robert,Miller,Male,34,Current,43248.34,0.0,Pending,369,North,Single,Self-Employed,1,2008-10-24
CUST00369,Laura,Hernandez,Male,42,Current,62978.85,0.0,Pending,658,South,Married,Unemployed,8,2008-11-02
CUST00370,David,Hernandez,Female,45,Current,52904.46,0.0,Pending,623,East,Widowed,Self-Employed,1,2008-11-11
CUST00371,Anna,Brown,Female,22,Savings,74437.65,0.0,Pending,774,East,Single,Self-Employed,6,2008-11-20
CUST00372,Anna,Williams,Female,30,Current,16100.36,0.0,Rejected,596,East,Divorced,Employed,2,2008-11-29
CUST00373,Jane,Hernandez,Female,76,Savings,47271.97,0.0,Pending,373,North,Single,Employed,5,2008-12-07
CUST00374,Jane,Jones,Female,29,Current,74297.02,0.0,Approved,730,West,Single,Employed,5,2008-12-16
CUST00375,Laura,Martinez,Female,47,Fixed Deposit,84905.7,0.0,Approved,389,West,Married,Unemployed,2,2008-12-25
CUST00376,John,Williams,Male,62,Savings,54709.41,26589.0,Rejected,693,East,Married,Employed,6,2009-01-03
CUST00377,Emily,Hernandez,Female,29,Savings,63999.41,26589.0,Approved,531,West,Divorced,Unemployed,6,2009-01-11
CUST00378,David,Miller,Female,23,Current,93600.04,0.0,Pending,440,South,Single,Employed,6,2009-01-20
CUST00379,Chris,Miller,Male,70,Salary,28521.1,0.0,Pending,781,North,Married,Employed,2,2009-01-29
CUST00380,Michael,Garcia,Female,57,Savings,95649.43,0.0,Rejected,539,Central,Single,Employed,5,2009-02-07
CUST00381,Jane,Johnson,Female,21,Savings,274.78,26589.0,Pending,425,West,Married,Employed,5,2009-02-16
CUST00382,David,Hernandez,Female,48,Salary,10220.06,26589.0,Approved,770,East,Single,Employed,5,2009-02-24
CUST00383,Emily,Davis,Male,67,Current,88699.14,0.0,Rejected,400,Central,Married,Employed,3,2009-03-05
CUST00384,Robert,Hernandez,Male,54,Current,69885.02,26589.0,Approved,668,West,Single,Employed,8,2009-03-14
CUST00385,John,Hernandez,Female,30,Current,12433.81,26589.0,Pending,526,North,Married,Unemployed,9,2009-03-23
CUST00386,Michael,Martinez,Female,58,Savings,83327.1,0.0,Approved,590,East,Married,Unemployed,1,2009-03-31
CUST00387,David,Jones,Female,59,Current,39514.86,0.0,Rejected,472,Central,Married,Employed,7,2009-04-09
CUST00388,Sarah,Martinez,Female,64,Fixed Deposit,9901.73,0.0,Approved,578,East,Single,Employed,9,2009-04-18
CUST00389,David,Jones,Female,68,Current,97359.46,0.0,Pending,695,South,Single,Self-Employed,7,2009-04-27
CUST00390,John,Williams,Female,58,Current,33535.27,0.0,Approved,451,East,Single,Employed,1,2009-05-05
CUST00391,Michael,Johnson,Female,20,Current,28940.99,26589.0,Approved,842,East,Single,Employed,8,2009-05-14
CUST00392,Emily,Miller,Male,34,Savings,7278.05,0.0,Approved,326,South,Married,Retired,9,2009-05-23
CUST00393,Sarah,Williams,Female,65,Savings,68753.07,26589.0,Approved,672,West,Married,Unemployed,5,2009-06-01
CUST00394,David,Garcia,Female,50,Savings,89702.52,0.0,Pending,328,West,Married,Unemployed,9,2009-06-10
CUST00395,Sarah,Miller,Male,47,Current,22887.37,0.0,Rejected,366,North,Divorced,Employed,3,2009-06-18
CUST00396,Anna,Miller,Male,74,Savings,5239.16,0.0,Approved,560,North,Married,Employed,3,2009-06-27
CUST00397,Emily,Garcia,Female,59,Savings,13865.9,26589.0,Rejected,833,South,Married,Self-Employed,9,2009-07-06
CUST00398,Emily,Williams,Female,61,Fixed Deposit,31840.02,26589.0,Pending,696,East,Married,Unemployed,3,2009-07-15
CUST00399,Laura,Garcia,Female,30,Savings,87193.04,0.0,Pending,762,South,Married,Employed,2,2009-07-23
CUST00400,Robert,Jones,Female,21,Savings,19244.9,0.0,Approved,523,North,Single,Employed,6,2009-08-01
CUST00401,Anna,Williams,Female,64,Current,67696.92,0.0,Approved,831,South,Single,Self-Employed,2,2009-08-10
CUST00402,Michael,Jones,Male,26,Savings,25670.88,0.0,Approved,676,East,Single,Self-Employed,5,2009-08-19
CUST00403,Laura,Garcia,Male,49,Savings,15038.45,0.0,Approved,693,Central,Married,Employed,5,2009-08-28
CUST00404,Anna,Williams,Female,57,Current,90299.5,26589.0,Approved,776,North,Single,Unemployed,4,2009-09-05
CUST00405,Sarah,Davis,Non-Binary,50,Fixed Deposit,72736.01,26589.0,Approved,375,East,Married,Employed,6,2009-09-14
CUST00406,Jane,Brown,Male,76,Current,18905.91,26589.0,Rejected,784,East,Single,Employed,1,2009-09-23
CUST00407,Michael,Hernandez,Male,39,Savings,5728.28,0.0,Rejected,605,Central,Single,Employed,8,2009-10-02
CUST00408,Chris,Johnson,Male,52,Savings,54928.52,0.0,Approved,555,East,Single,Employed,4,2009-10-10
CUST00409,Michael,Davis,Female,52,Current,65344.84,0.0,Approved,419,East,Divorced,Employed,7,2009-10-19
CUST00410,Sarah,Jones,Male,26,Savings,52444.67,26589.0,Approved,841,West,Married,Self-Employed,7,2009-10-28
CUST00411,Emily,Miller,Female,40,Current,6300.91,26589.0,Approved,367,West,Married,Unemployed,7,2009-11-06
CUST00412,David,Miller,Male,36,Savings,23026.03,0.0,Pending,425,West,Single,Self-Employed,4,2009-11-15
CUST00413,Laura,Hernandez,Male,23,Savings,16327.39,0.0,Pending,334,West,Single,Employed,4,2009-11-23
CUST00414,Michael,Williams,Male,76,Current,65230.85,0.0,Approved,550,South,Single,Self-Employed,1,2009-12-02
CUST00415,Laura,Davis,Female,62,Current,26930.03,26589.0,Pending,707,South,Single,Employed,6,2009-12-11
CUST00416,Sarah,Martinez,Male,42,Current,17939.3,0.0,Approved,401,North,Single,Self-Employed,9,2009-12-20
CUST00417,Robert,Brown,Female,35,Savings,59955.94,0.0,Approved,339,Central,Single,Employed,6,2009-12-28
CUST00418,John,Williams,Male,69,Current,18748.68,26589.0,Rejected,562,South,Single,Employed,9,2010-01-06
CUST00419,David,Miller,Female,27,Current,42794.53,26589.0,Approved,721,South,Widowed,Self-Employed,1,2010-01-15
CUST00420,Laura,Jones,Female,63,Current,79893.71,26589.0,Rejected,359,Central,Single,Employed,6,2010-01-24
CUST00421,Chris,Smith,Male,43,Salary,19659.42,0.0,Pending,318,Central,Single,Unemployed,9,2010-02-01
CUST00422,Chris,Hernandez,Male,58,Current,84246.78,0.0,Approved,342,North,Married,Employed,7,2010-02-10
CUST00423,Emily,Martinez,Female,39,Savings,52575.54,0.0,Approved,789,East,Married,Employed,9,2010-02-19
CUST00424,Emily,Jones,Non-Binary,71,Current,32266.6,26589.0,Pending,555,West,Single,Retired,4,2010-02-28
CUST00425,Jane,Jones,Female,74,Savings,24366.11,0.0,Approved,317,North,Married,Employed,3,2010-03-09
CUST00426,Chris,Garcia,Female,27,Savings,26883.56,26589.0,Rejected,743,South,Single,Employed,4,2010-03-17
CUST00427,Robert,Williams,Female,23,Savings,15888.14,26589.0,Approved,613,North,Single,Retired,8,2010-03-26
CUST00428,Robert,Davis,Female,58,Savings,71181.75,0.0,Approved,638,North,Married,Self-Employed,1,2010-04-04
CUST00429,Laura,Davis,Female,45,Savings,13603.39,0.0,Approved,571,North,Single,Employed,1,2010-04-13
CUST00430,Laura,Hernandez,Male,38,Current,58411.78,0.0,Pending,626,West,Single,Employed,1,2010-04-21
CUST00431,Emily,Martinez,Male,63,Fixed Deposit,88040.74,0.0,Approved,381,East,Married,Employed,3,2010-04-30
CUST00432,Emily,Williams,Female,26,Current,80605.47,0.0,Pending,541,East,Single,Unemployed,4,2010-05-09
CUST00433,David,Brown,Male,44,Current,30626.74,26589.0,Approved,324,North,Married,Retired,6,2010-05-18
CUST00434,Anna,Jones,Male,46,Current,68274.9,26589.0,Approved,803,South,Married,Employed,4,2010-05-27
CUST00435,Robert,Smith,Male,64,Fixed Deposit,90790.82,0.0,Approved,365,West,Single,Unemployed,2,2010-06-04
CUST00436,David,Davis,Male,70,Current,90110.4,0.0,Approved,366,East,Married,Unemployed,6,2010-06-13
CUST00437,Jane,Hernandez,Male,32,Current,83123.29,26589.0,Approved,796,South,Single,Employed,7,2010-06-22
CUST00438,David,Martinez,Male,55,Savings,24634.61,26589.0,Rejected,439,North,Married,Employed,5,2010-07-01
CUST00439,Robert,Martinez,Female,47,Fixed Deposit,46018.14,0.0,Approved,590,South,Single,Employed,5,2010-07-09
CUST00440,Sarah,Hernandez,Female,45,Fixed Deposit,19813.16,0.0,Approved,654,West,Single,Employed,1,2010-07-18
CUST00441,Jane,Jones,Female,75,Savings,67315.72,0.0,Approved,623,North,Single,Self-Employed,9,2010-07-27
CUST00442,Anna,Smith,Male,25,Fixed Deposit,46618.96,0.0,Pending,553,North,Married,Self-Employed,1,2010-08-05
CUST00443,Jane,Miller,Male,78,Current,1491.11,0.0,Approved,369,South,Single,Self-Employed,2,2010-08-14
CUST00444,Robert,Johnson,Female,45,Current,25211.58,0.0,Pending,671,South,Single,Retired,7,2010-08-22
CUST00445,Emily,Davis,Male,45,Fixed Deposit,25014.47,26589.0,Approved,801,South,Married,Employed,6,2010-08-31
CUST00446,John,Smith,Male,24,Fixed Deposit,99853.48,0.0,Approved,396,Central,Single,Unemployed,7,2010-09-09
CUST00447,Chris,Miller,Male,67,Savings,21900.47,26589.0,Approved,695,West,Single,Self-Employed,3,2010-09-18
CUST00448,Anna,Williams,Male,33,Savings,3771.06,0.0,Pending,335,East,Single,Employed,3,2010-09-26
CUST00449,Robert,Jones,Male,20,Savings,25897.65,26589.0,Approved,819,North,Single,Self-Employed,9,2010-10-05
CUST00450,Laura,Davis,Male,63,Fixed Deposit,82759.25,26589.0,Pending,805,Central,Single,Unemployed,4,2010-10-14
CUST00451,David,Miller,Female,74,Current,57384.45,0.0,Rejected,367,Central,Married,Employed,1,2010-10-23
CUST00452,Anna,Martinez,Male,37,Fixed Deposit,34002.49,0.0,Approved,615,Central,Single,Employed,3,2010-10-31
CUST00453,David,Jones,Male,31,Savings,60618.12,0.0,Approved,326,North,Single,Retired,9,2010-11-09
CUST00454,John,Hernandez,Female,26,Current,3718.58,0.0,Approved,838,West,Married,Employed,1,2010-11-18
CUST00455,Emily,Williams,Female,64,Savings,16798.6,0.0,Pending,650,North,Married,Employed,8,2010-11-27
CUST00456,Robert,Smith,Female,25,Savings,51998.45,26589.0,Approved,472,North,Single,Employed,6,2010-12-06
CUST00457,Anna,Miller,Female,44,Savings,59019.52,0.0,Pending,665,East,Married,Employed,8,2010-12-14
CUST00458,Michael,Brown,Female,43,Fixed Deposit,79971.67,0.0,Rejected,419,East,Married,Unemployed,3,2010-12-23
CUST00459,Anna,Hernandez,Female,67,Current,68166.51,26589.0,Approved,840,Central,Single,Employed,6,2011-01-01
CUST00460,Sarah,Smith,Male,57,Current,53382.62,0.0,Approved,665,West,Married,Employed,5,2011-01-10
CUST00461,Michael,Davis,Female,46,Current,17643.0,0.0,Rejected,844,Central,Single,Employed,5,2011-01-18
CUST00462,Sarah,Martinez,Female,24,Current,91167.08,0.0,Approved,500,North,Married,Employed,3,2011-01-27
CUST00463,Robert,Smith,Female,28,Savings,22663.82,0.0,Approved,432,Central,Single,Self-Employed,2,2011-02-05
CUST00464,Jane,Smith,Male,33,Fixed Deposit,17982.12,0.0,Pending,337,East,Married,Unemployed,4,2011-02-14
CUST00465,Chris,Garcia,Male,79,Fixed Deposit,7275.29,26589.0,Rejected,808,West,Married,Retired,9,2011-02-23
CUST00466,Emily,Smith,Female,32,Salary,41876.43,0.0,Pending,590,East,Single,Employed,7,2011-03-03
CUST00467,Anna,Johnson,Male,76,Savings,56034.83,0.0,Pending,641,East,Single,Employed,1,2011-03-12
CUST00468,David,Garcia,Male,33,Savings,44137.72,26589.0,Approved,800,Central,Single,Retired,6,2011-03-21
CUST00469,John,Martinez,Male,76,Savings,25966.7,0.0,Approved,548,South,Married,Employed,4,2011-03-30
CUST00470,Laura,Miller,Male,31,Current,38523.63,26589.0,Approved,640,East,Married,Unemployed,1,2011-04-07
